player,prop_type,line,projection,raw_edge,avg_edge,confidence,recommended_side,recent_avg,season_avg,hit_rate_over,hit_rate_under,trend,games_analyzed,bookmaker,odds,implied_prob,our_prob,adjustments,is_b2b,minutes_factor
Caris LeVert,points,7.5,9.2,23.0,10.4,60.0,OVER,8.0,9.3,61.0,39.0,COLD,18,bovada,-165,62.3,72.6,Rested: 1.03x,False,1.08
Jalen Duren,points,17.5,19.8,13.3,10.3,67.0,OVER,15.8,18.8,57.0,43.0,COLD,21,fanduel,-115,53.5,63.8,Home: 1.11x | Rested: 1.03x,False,1.02
Santi Aldama,points,11.5,12.8,11.7,10.2,72.0,OVER,10.6,13.1,67.0,33.0,COLD,24,bovada,-165,62.3,72.5,Rested: 1.03x,False,0.93
Dean Wade,threes,0.5,0.6,28.4,10.1,53.0,OVER,1.0,1.0,70.0,30.0,NEUTRAL,23,bovada,-280,73.7,83.8,Home: 0.64x | Rested: 1.03x,False,0.99
Quentin Grimes,points,15.5,19.0,22.7,10.1,66.0,OVER,17.6,16.5,50.0,50.0,HOT,22,bovada,-105,51.2,61.3,Rested: 1.03x | Mins: 1.13x,False,1.13
Tobias Harris,points,11.5,15.7,36.7,10.0,59.0,OVER,16.6,14.7,57.0,43.0,HOT,14,bovada,-190,65.5,75.5,Rested: 1.03x,False,0.99
Onyeka Okongwu,assists,3.5,4.4,26.8,9.6,58.0,OVER,4.6,3.0,38.0,62.0,HOT,24,fanduel,142,41.3,50.9,Rested: 1.03x | Mins: 1.15x,False,1.17
Evan Mobley,points,17.5,20.9,19.2,9.6,78.0,OVER,19.6,18.9,67.0,33.0,NEUTRAL,24,bovada,-200,66.7,76.3,Home: 1.05x | Rested: 1.03x,False,0.99
Jalen Johnson,assists,9.5,13.3,40.1,9.4,55.0,OVER,10.8,7.9,23.0,77.0,HOT,22,bovada,200,33.3,42.8,Home: 1.18x | Rested: 1.03x | Mins: 1.13x,False,1.13
Carlton Carrington,threes,1.5,1.9,29.6,9.3,57.0,OVER,2.0,1.5,50.0,50.0,HOT,22,bovada,-125,55.6,64.8,Home: 1.07x | Rested: 1.03x,False,1.08
Josh Giddey,rebounds,9.5,8.9,-5.8,8.9,66.0,UNDER,8.2,9.5,52.0,48.0,COLD,21,bovada,140,41.7,50.5,Rested: 1.03x,False,1.02
Jaylen Wells,assists,1.5,1.8,18.4,8.8,55.0,OVER,1.6,1.7,54.0,46.0,COLD,24,betmgm,-120,54.5,63.4,Rested: 1.03x,False,1.05
Jalen Duren,points,18.5,19.8,7.2,8.8,65.0,OVER,15.8,18.8,52.0,48.0,COLD,21,betrivers,112,47.2,56.0,Home: 1.11x | Rested: 1.03x,False,1.02
Cade Cunningham,assists,9.5,9.9,4.4,8.7,69.0,OVER,8.8,9.3,52.0,48.0,COLD,21,fanduel,118,45.9,54.6,Home: 1.09x | Rested: 1.03x,False,0.98
Kyle Filipowski,points,10.5,15.4,46.9,8.6,57.0,OVER,14.0,9.6,36.0,64.0,HOT,22,betmgm,-105,51.2,59.8,Home: 1.07x | Rested: 1.03x | Mins: 1.15x,False,1.39
Moussa Diabate,points,6.5,7.0,7.6,8.4,71.0,OVER,5.2,8.7,70.0,30.0,COLD,23,bovada,-185,64.9,73.4,Rested: 1.03x,False,0.95
Ryan Kalkbrenner,rebounds,5.5,6.2,12.3,8.3,74.0,OVER,6.6,6.7,73.0,27.0,NEUTRAL,22,bovada,-240,70.6,78.9,Home: 0.91x | Rested: 1.03x,False,0.97
Caris LeVert,rebounds,1.5,2.2,43.8,8.3,48.0,OVER,1.8,1.7,50.0,50.0,HOT,18,betonlineag,-175,63.6,71.9,Home: 1.14x | Rested: 1.03x,False,1.08
Evan Mobley,assists,3.5,3.7,6.2,8.2,73.0,OVER,4.0,4.0,67.0,33.0,NEUTRAL,24,draftkings,-160,61.5,69.7,Home: 0.92x | Rested: 1.03x,False,0.99
Kyshawn George,threes,2.5,2.7,8.0,8.1,51.0,OVER,2.4,2.4,50.0,50.0,NEUTRAL,20,fanduel,118,45.9,54.0,Home: 1.07x | Rested: 1.03x,False,0.99
Nikola Vucevic,points,12.5,15.8,26.2,8.0,69.0,OVER,13.8,15.9,68.0,32.0,COLD,22,bovada,-275,73.3,81.3,Rested: 1.03x,False,0.97
Nikola Vucevic,assists,2.5,3.2,29.9,8.0,55.0,OVER,3.2,3.4,55.0,45.0,NEUTRAL,22,betmgm,-160,61.5,69.5,Rested: 1.03x,False,0.97
Matas Buzelis,rebounds,5.5,6.8,24.5,7.9,57.0,OVER,7.4,5.7,39.0,61.0,HOT,23,fanduel,130,43.5,51.4,Home: 0.90x | Rested: 1.03x | Mins: 1.14x,False,1.14
Isaiah Jackson,points,6.5,7.1,8.9,7.9,60.0,OVER,6.6,7.8,54.0,46.0,COLD,24,betonlineag,-103,50.7,58.6,Rested: 1.03x,False,0.96
Bennedict Mathurin,rebounds,5.5,6.7,21.5,7.9,48.0,OVER,5.6,5.6,46.0,54.0,NEUTRAL,13,betrivers,104,49.0,56.9,Home: 1.16x | Rested: 1.03x,False,0.98
Santi Aldama,points,13.5,12.8,-4.9,7.8,68.0,UNDER,10.6,13.1,46.0,54.0,COLD,24,bovada,105,48.8,56.6,Rested: 1.03x,False,0.93
De'Andre Hunter,rebounds,3.5,3.6,2.6,7.7,72.0,OVER,3.0,4.3,67.0,33.0,COLD,21,betrivers,-152,60.3,68.0,Rested: 1.03x,False,0.97
Kentavious Caldwell-Pope,threes,1.5,1.6,9.6,7.3,43.0,OVER,2.0,1.2,42.0,58.0,HOT,24,betmgm,155,39.2,46.5,Home: 1.14x | Rested: 1.03x | Mins: 0.88x,False,0.88
Tidjane Salaun,pra,11.5,8.3,-28.1,7.1,41.0,UNDER,13.6,10.9,55.0,45.0,HOT,11,betmgm,-110,52.4,59.5,Home: 0.60x | Rested: 1.03x | Mins: 1.12x,False,1.12
Pascal Siakam,threes,1.5,1.7,12.4,7.1,50.0,OVER,2.0,1.8,52.0,48.0,HOT,23,bovada,-105,51.2,58.4,Home: 0.91x | Rested: 1.03x,False,0.98
Jaylen Wells,points,12.5,15.3,22.6,7.1,64.0,OVER,16.2,12.2,46.0,54.0,HOT,24,betmgm,100,50.0,57.1,Rested: 1.03x,False,1.05
Luke Kennard,points,6.5,4.9,-24.3,6.6,57.0,UNDER,7.0,7.6,50.0,50.0,COLD,22,betmgm,-125,55.6,62.2,Home: 0.67x | Rested: 1.03x,False,0.9
Cade Cunningham,threes,1.5,1.8,22.7,6.3,58.0,OVER,1.4,1.9,57.0,43.0,COLD,21,draftkings,-164,62.1,68.5,Home: 1.05x | Rested: 1.03x,False,0.98
Isaiah Jackson,rebounds,5.5,6.1,11.0,6.2,62.0,OVER,6.0,5.6,50.0,50.0,HOT,24,draftkings,103,49.3,55.5,Home: 1.09x | Rested: 1.03x,False,0.96
Quentin Grimes,threes,2.5,2.7,10.0,6.2,53.0,OVER,2.2,2.4,50.0,50.0,COLD,22,bovada,105,48.8,55.0,Rested: 1.03x | Mins: 1.13x,False,1.13
Quentin Grimes,rebounds,4.5,5.7,25.9,6.2,55.0,OVER,6.0,4.0,41.0,59.0,HOT,22,betrivers,110,47.6,53.8,Rested: 1.03x | Mins: 1.13x,False,1.13
Ryan Kalkbrenner,assists,0.5,0.5,-8.1,6.1,45.0,UNDER,0.8,0.5,36.0,64.0,HOT,22,betmgm,-160,61.5,67.7,Home: 0.73x | Rested: 1.03x,False,0.97
Donovan Mitchell,threes,3.5,4.0,13.0,6.1,65.0,OVER,3.6,4.0,57.0,43.0,COLD,23,fanduel,-132,56.9,63.0,Rested: 1.03x,False,1.03
Caris LeVert,points,9.5,9.2,-2.9,6.0,56.0,UNDER,8.0,9.3,50.0,50.0,COLD,18,bovada,120,45.5,51.4,Rested: 1.03x,False,1.08
Santi Aldama,rebounds,6.5,6.1,-6.8,5.6,73.0,UNDER,5.8,6.5,42.0,58.0,COLD,24,fanduel,-128,56.1,61.7,Rested: 1.03x,False,0.93
Donovan Mitchell,assists,5.5,5.9,7.8,5.2,68.0,OVER,6.0,5.5,48.0,52.0,HOT,23,bovada,115,46.5,51.7,Rested: 1.03x,False,1.03
Santi Aldama,assists,2.5,3.0,18.2,5.2,65.0,OVER,3.8,3.0,58.0,42.0,HOT,24,draftkings,-165,62.3,67.4,Home: 0.79x | Rested: 1.03x,False,0.93
Nickeil Alexander-Walker,points,20.5,25.6,24.9,5.2,66.0,OVER,25.6,20.7,43.0,57.0,HOT,23,betrivers,-103,50.7,55.9,Rested: 1.03x,False,1.07
Jaylen Wells,points,10.5,15.3,46.0,5.2,65.0,OVER,16.2,12.2,50.0,50.0,HOT,24,bovada,-210,67.7,73.0,Rested: 1.03x,False,1.05
Dyson Daniels,points,10.5,15.0,42.7,5.1,64.0,OVER,13.8,10.7,48.0,52.0,HOT,25,bovada,-180,64.3,69.4,Home: 1.13x | Rested: 1.03x,False,1.09
Ryan Kalkbrenner,rebounds,6.5,6.2,-5.0,5.1,70.0,UNDER,6.6,6.7,41.0,59.0,NEUTRAL,22,bovada,-130,56.5,61.6,Home: 0.91x | Rested: 1.03x,False,0.97
Jaren Jackson Jr,assists,1.5,1.9,25.7,4.9,52.0,OVER,2.6,1.9,55.0,45.0,HOT,22,betonlineag,-167,62.5,67.4,Home: 0.78x | Rested: 1.03x,False,1.0
Walter Clayton Jr.,assists,4.5,5.5,21.7,4.7,50.0,OVER,5.4,3.7,32.0,68.0,HOT,19,bovada,165,37.7,42.4,Rested: 1.03x | Mins: 1.15x,False,1.29
Kentavious Caldwell-Pope,points,7.5,8.4,11.7,4.7,59.0,OVER,9.6,7.6,50.0,50.0,HOT,24,betonlineag,-105,51.2,55.9,Home: 1.11x | Rested: 1.03x | Mins: 0.88x,False,0.88
Jusuf Nurkic,points,7.5,11.3,50.3,4.6,63.0,OVER,10.4,8.2,50.0,50.0,HOT,22,bovada,-240,70.6,75.2,Home: 1.17x | Rested: 1.03x,False,0.91
Jusuf Nurkic,rebounds,8.5,9.0,6.2,4.6,73.0,OVER,8.0,9.2,68.0,32.0,COLD,22,bovada,-200,66.7,71.3,Rested: 1.03x,False,0.91
C.J. McCollum,points,17.5,26.9,53.7,4.6,58.0,OVER,19.8,18.6,50.0,50.0,HOT,22,bovada,-260,72.2,76.8,Home: 1.30x | Rested: 1.03x,False,1.04
Caris LeVert,points,8.5,9.2,8.5,4.3,56.0,OVER,8.0,9.3,50.0,50.0,COLD,18,betmgm,100,50.0,54.3,Rested: 1.03x,False,1.08
Nikola Vucevic,rebounds,8.5,9.1,7.3,4.2,66.0,OVER,8.0,9.5,50.0,50.0,COLD,22,fanduel,102,49.5,53.7,Rested: 1.03x,False,0.97
Ausar Thompson,points,10.5,12.2,16.0,4.1,66.0,OVER,11.2,11.8,55.0,45.0,COLD,20,betrivers,-143,58.8,63.0,Home: 1.09x | Rested: 1.03x,False,0.98
Vit Krejci,points,6.5,8.4,28.7,4.0,55.0,OVER,8.4,10.1,62.0,38.0,COLD,21,bovada,-260,72.2,76.2,Home: 0.89x | Rested: 1.03x,False,1.05
Ryan Kalkbrenner,points,7.5,8.2,9.3,4.0,68.0,OVER,8.2,9.0,64.0,36.0,COLD,22,bovada,-180,64.3,68.3,Rested: 1.03x,False,0.97
Luke Kennard,rebounds,1.5,1.7,10.9,4.0,53.0,OVER,2.4,2.0,55.0,45.0,HOT,22,betonlineag,-127,55.9,60.0,Home: 0.80x | Rested: 1.03x,False,0.9
Josh Giddey,points,18.5,20.4,10.1,4.0,72.0,OVER,18.8,20.3,62.0,38.0,COLD,21,bovada,-170,63.0,67.0,Rested: 1.03x,False,1.02
Nikola Vucevic,threes,1.5,1.7,16.5,3.7,52.0,OVER,1.4,1.9,50.0,50.0,COLD,22,betmgm,-120,54.5,58.2,Rested: 1.03x,False,0.97
Santi Aldama,rebounds,5.5,6.1,10.2,3.7,76.0,OVER,5.8,6.5,71.0,29.0,COLD,24,bovada,-260,72.2,75.9,Rested: 1.03x,False,0.93
Tobias Harris,points,15.5,15.7,1.4,3.6,54.0,OVER,16.6,14.7,43.0,57.0,HOT,14,bovada,150,40.0,43.6,Rested: 1.03x,False,0.99
Jock Landale,points,9.5,10.9,15.3,3.5,68.0,OVER,9.8,10.9,62.0,38.0,COLD,24,bovada,-200,66.7,70.1,Home: 1.16x | Rested: 1.03x | Mins: 0.85x,False,0.8
Lonzo Ball,points,5.5,4.6,-16.4,3.4,47.0,UNDER,3.2,5.5,50.0,50.0,COLD,18,williamhill_us,-121,54.8,58.2,Home: 0.93x | Rested: 1.03x,False,1.04
Pascal Siakam,points,24.5,26.6,8.5,3.3,71.0,OVER,26.4,24.5,48.0,52.0,HOT,23,betrivers,105,48.8,52.1,Rested: 1.03x,False,0.98
Evan Mobley,points,19.5,20.9,7.0,-3.1,72.0,OVER,19.6,18.9,46.0,54.0,NEUTRAL,24,betmgm,-110,52.4,49.3,Home: 1.05x | Rested: 1.03x,False,0.99
Nickeil Alexander-Walker,threes,3.5,4.1,16.9,-3.2,47.0,OVER,4.4,2.9,26.0,74.0,HOT,23,bovada,165,37.7,34.6,Rested: 1.03x,False,1.07
Cedric Coward,assists,2.5,2.8,13.8,-3.3,62.0,OVER,2.2,2.7,50.0,50.0,COLD,24,draftkings,-151,60.2,56.9,Home: 1.17x | Rested: 1.03x,False,1.04
Tobias Harris,points,12.5,15.7,25.8,-3.4,54.0,OVER,16.6,14.7,43.0,57.0,HOT,14,bovada,-145,59.2,55.8,Rested: 1.03x,False,0.99
Jalen Johnson,points,26.5,31.0,16.8,-3.5,63.0,OVER,30.0,23.4,27.0,73.0,HOT,22,bovada,155,39.2,35.7,Rested: 1.03x | Mins: 1.13x,False,1.13
C.J. McCollum,points,24.5,26.9,9.8,-3.6,51.0,OVER,19.8,18.6,27.0,73.0,HOT,22,bovada,180,35.7,32.2,Home: 1.30x | Rested: 1.03x,False,1.04
Dominick Barlow,pra,14.5,15.5,7.1,-3.6,53.0,OVER,15.6,15.4,43.0,57.0,NEUTRAL,14,bovada,100,50.0,46.4,Home: 0.88x | Rested: 1.03x | Mins: 1.11x,False,1.11
De'Andre Hunter,points,12.5,13.0,3.9,-3.6,69.0,OVER,9.6,16.0,67.0,33.0,COLD,21,bovada,-260,72.2,68.6,Rested: 1.03x,False,0.97
Jaylen Wells,points,14.5,15.3,5.7,-3.8,60.0,OVER,16.2,12.2,33.0,67.0,HOT,24,bovada,150,40.0,36.2,Rested: 1.03x,False,1.05
Nickeil Alexander-Walker,points,24.5,25.6,4.5,-3.9,61.0,OVER,25.6,20.7,26.0,74.0,HOT,23,bovada,210,32.3,28.3,Rested: 1.03x,False,1.07
C.J. McCollum,points,22.5,26.9,19.5,-3.9,52.0,OVER,19.8,18.6,32.0,68.0,HOT,22,bovada,120,45.5,41.6,Home: 1.30x | Rested: 1.03x,False,1.04
Evan Mobley,points,18.5,20.9,12.8,-3.9,73.0,OVER,19.6,18.9,50.0,50.0,NEUTRAL,24,betrivers,-152,60.3,56.4,Home: 1.05x | Rested: 1.03x,False,0.99
Kentavious Caldwell-Pope,rebounds,2.5,2.3,-7.0,-4.0,58.0,UNDER,2.4,2.3,54.0,46.0,NEUTRAL,24,betonlineag,-114,53.3,49.3,Home: 1.16x | Rested: 1.03x | Mins: 0.88x,False,0.88
Jusuf Nurkic,points,8.5,11.3,32.7,-4.2,60.0,OVER,10.4,8.2,41.0,59.0,HOT,22,betrivers,-159,61.4,57.2,Home: 1.17x | Rested: 1.03x,False,0.91
Kyle Filipowski,points,12.5,15.4,23.4,-4.8,53.0,OVER,14.0,9.6,23.0,77.0,HOT,22,bovada,155,39.2,34.4,Home: 1.07x | Rested: 1.03x | Mins: 1.15x,False,1.39
Quentin Grimes,points,17.5,19.0,8.6,-4.8,65.0,OVER,17.6,16.5,45.0,55.0,HOT,22,fanduel,-120,54.5,49.8,Rested: 1.03x | Mins: 1.13x,False,1.13
Carlton Carrington,assists,4.5,5.4,20.0,-5.0,56.0,OVER,4.4,4.2,45.0,55.0,NEUTRAL,22,draftkings,-153,60.5,55.5,Home: 1.25x | Rested: 1.03x,False,1.08
Evan Mobley,points,20.5,20.9,1.8,-5.1,71.0,OVER,19.6,18.9,42.0,58.0,NEUTRAL,24,betrivers,110,47.6,42.5,Home: 1.05x | Rested: 1.03x,False,0.99
Jusuf Nurkic,rebounds,9.5,9.0,-5.0,-5.6,66.0,UNDER,8.0,9.2,55.0,45.0,COLD,22,williamhill_us,-115,53.5,47.9,Rested: 1.03x,False,0.91
Dyson Daniels,points,13.5,15.0,11.0,-6.0,60.0,OVER,13.8,10.7,32.0,68.0,HOT,25,bovada,130,43.5,37.5,Home: 1.13x | Rested: 1.03x,False,1.09
Lauri Markkanen,threes,2.5,2.7,9.4,-6.1,59.0,OVER,1.8,3.0,50.0,50.0,COLD,22,betmgm,-155,60.8,54.7,Home: 1.17x | Rested: 1.03x,False,0.95
Vit Krejci,points,7.5,8.4,11.5,-6.1,52.0,OVER,8.4,10.1,52.0,48.0,COLD,21,bovada,-180,64.3,58.1,Home: 0.89x | Rested: 1.03x,False,1.05
Miles Bridges,points,18.5,22.0,18.8,-6.6,73.0,OVER,18.0,21.0,58.0,42.0,COLD,24,bovada,-290,74.4,67.7,Home: 1.11x | Rested: 1.03x,False,0.98
Quentin Grimes,points,18.5,19.0,2.8,-6.7,64.0,OVER,17.6,16.5,41.0,59.0,HOT,22,betrivers,104,49.0,42.3,Rested: 1.03x | Mins: 1.13x,False,1.13
Kyshawn George,rebounds,4.5,4.7,3.7,-6.9,62.0,OVER,4.6,5.9,60.0,40.0,COLD,20,bovada,-220,68.8,61.8,Home: 0.85x | Rested: 1.03x,False,0.99
Dyson Daniels,points,12.5,15.0,19.9,-7.1,60.0,OVER,13.8,10.7,32.0,68.0,HOT,25,betrivers,104,49.0,41.9,Home: 1.13x | Rested: 1.03x,False,1.09
Vit Krejci,points,8.5,8.4,-1.6,-7.1,51.0,UNDER,8.4,10.1,52.0,48.0,COLD,21,bovada,-125,55.6,48.4,Home: 0.89x | Rested: 1.03x,False,1.05
Marvin Bagley III,points,8.5,11.4,34.3,-7.2,52.0,OVER,11.8,8.5,50.0,50.0,HOT,18,bovada,-290,74.4,67.2,Rested: 1.03x | Mins: 1.15x,False,1.46
Kyshawn George,points,13.5,13.6,1.0,-7.2,62.0,OVER,11.0,15.2,60.0,40.0,COLD,20,bovada,-210,67.7,60.5,Rested: 1.03x,False,0.99
Dyson Daniels,points,14.5,15.0,3.4,-7.4,58.0,OVER,13.8,10.7,28.0,72.0,HOT,25,bovada,170,37.0,29.7,Home: 1.13x | Rested: 1.03x,False,1.09
Jusuf Nurkic,points,9.5,11.3,18.7,-7.6,59.0,OVER,10.4,8.2,36.0,64.0,HOT,22,betrivers,-114,53.3,45.7,Home: 1.17x | Rested: 1.03x,False,0.91
Jock Landale,points,10.5,10.9,4.3,-7.9,64.0,OVER,9.8,10.9,50.0,50.0,COLD,24,bovada,-150,60.0,52.1,Home: 1.16x | Rested: 1.03x | Mins: 0.85x,False,0.8
Kyle Filipowski,points,13.5,15.4,14.3,-8.0,51.0,OVER,14.0,9.6,18.0,82.0,HOT,22,bovada,200,33.3,25.3,Home: 1.07x | Rested: 1.03x | Mins: 1.15x,False,1.39
Miles Bridges,points,19.5,22.0,12.7,-8.2,71.0,OVER,18.0,21.0,54.0,46.0,COLD,24,bovada,-220,68.8,60.5,Home: 1.11x | Rested: 1.03x,False,0.98
VJ Edgecombe,threes,1.5,1.2,-22.5,-8.3,48.0,UNDER,1.6,1.9,65.0,35.0,COLD,20,bovada,-120,54.5,46.3,Home: 0.75x | Rested: 1.03x | Mins: 0.85x,False,0.76
Cedric Coward,rebounds,6.5,7.4,13.5,-8.6,59.0,OVER,6.8,6.2,38.0,62.0,HOT,24,betrivers,-112,52.8,44.3,Home: 1.11x | Rested: 1.03x,False,1.04
Kyshawn George,points,12.5,13.6,9.1,-8.8,62.0,OVER,11.0,15.2,60.0,40.0,COLD,20,bovada,-275,73.3,64.6,Rested: 1.03x,False,0.99
Jusuf Nurkic,assists,4.5,4.9,8.2,-8.9,48.0,OVER,4.4,3.7,23.0,77.0,HOT,22,bovada,180,35.7,26.8,Home: 1.16x | Rested: 1.03x,False,0.91
Quentin Grimes,points,16.5,19.0,15.2,-9.5,65.0,OVER,17.6,16.5,45.0,55.0,HOT,22,betrivers,-167,62.5,53.1,Rested: 1.03x | Mins: 1.13x,False,1.13
Liam McNeeley,points,6.5,7.2,11.4,-10.0,42.0,OVER,8.0,4.9,33.0,67.0,HOT,18,fanduel,104,49.0,39.0,Rested: 1.03x | Mins: 1.15x,False,1.27
Miles Bridges,points,20.5,22.0,7.2,-10.7,70.0,OVER,18.0,21.0,50.0,50.0,COLD,24,bovada,-180,64.3,53.6,Home: 1.11x | Rested: 1.03x,False,0.98
De'Andre Hunter,points,14.5,13.0,-10.5,-11.9,62.0,UNDER,9.6,16.0,57.0,43.0,COLD,21,bovada,-150,60.0,48.1,Rested: 1.03x,False,0.97
Kyshawn George,assists,4.5,4.5,-0.9,-12.0,60.0,UNDER,4.4,4.8,55.0,45.0,COLD,20,betmgm,-135,57.4,45.5,Home: 0.89x | Rested: 1.03x,False,0.99
Lonzo Ball,assists,4.5,4.3,-4.1,-12.2,56.0,UNDER,4.6,4.9,67.0,33.0,COLD,18,fanduel,110,47.6,35.4,Home: 0.90x | Rested: 1.03x,False,1.04
Miles Bridges,points,21.5,22.0,2.2,-12.3,69.0,OVER,18.0,21.0,46.0,54.0,COLD,24,bovada,-145,59.2,46.9,Home: 1.11x | Rested: 1.03x,False,0.98
Moussa Diabate,points,7.5,7.0,-6.8,-13.0,62.0,UNDER,5.2,8.7,61.0,39.0,COLD,23,fanduel,-125,55.6,42.5,Rested: 1.03x,False,0.95
Tre Johnson,rebounds,2.5,2.4,-2.7,-13.2,41.0,UNDER,1.6,3.0,60.0,40.0,COLD,15,draftkings,-120,54.5,41.4,Home: 1.17x | Rested: 1.03x | Mins: 0.85x,False,0.85
Ace Bailey,points,14.5,15.7,8.5,-13.2,50.0,OVER,12.6,10.3,22.0,78.0,HOT,23,bovada,155,39.2,26.0,Home: 1.10x | Rested: 1.03x | Mins: 1.15x,False,1.3
Kyshawn George,points,14.5,13.6,-5.9,-13.6,57.0,UNDER,11.0,15.2,55.0,45.0,COLD,20,bovada,-160,61.5,48.0,Rested: 1.03x,False,0.99
Cedric Coward,points,12.5,14.9,19.5,-14.1,66.0,OVER,12.0,13.3,46.0,54.0,COLD,24,bovada,-230,69.7,55.6,Home: 1.16x | Rested: 1.03x,False,1.04
Matas Buzelis,threes,1.5,1.5,-0.8,-15.0,49.0,UNDER,1.4,1.5,61.0,39.0,COLD,23,bovada,-120,54.5,39.5,Rested: 1.03x | Mins: 1.14x,False,1.14
Ace Bailey,points,15.5,15.7,1.5,-15.2,49.0,OVER,12.6,10.3,17.0,83.0,HOT,23,bovada,200,33.3,18.1,Home: 1.10x | Rested: 1.03x | Mins: 1.15x,False,1.3
Kon Knueppel,assists,3.5,4.0,13.1,-15.4,55.0,OVER,4.6,3.2,42.0,58.0,HOT,24,betrivers,-175,63.6,48.2,Home: 0.95x | Rested: 1.03x,False,1.02
Ace Bailey,points,13.5,15.7,16.5,-15.5,50.0,OVER,12.6,10.3,22.0,78.0,HOT,23,bovada,120,45.5,30.0,Home: 1.10x | Rested: 1.03x | Mins: 1.15x,False,1.3
Jusuf Nurkic,points,10.5,11.3,7.4,-15.5,56.0,OVER,10.4,8.2,27.0,73.0,HOT,22,bovada,115,46.5,31.0,Home: 1.17x | Rested: 1.03x,False,0.91
Marvin Bagley III,rebounds,5.5,6.6,20.5,-16.4,55.0,OVER,6.4,4.8,39.0,61.0,HOT,18,bovada,-190,65.5,49.1,Rested: 1.03x | Mins: 1.15x,False,1.46
Marvin Bagley III,rebounds,6.5,6.6,1.9,-16.7,54.0,OVER,6.4,4.8,33.0,67.0,HOT,18,draftkings,-104,51.0,34.3,Rested: 1.03x | Mins: 1.15x,False,1.46
Keyonte George,rebounds,3.5,3.3,-6.8,-16.8,59.0,UNDER,3.2,3.9,61.0,39.0,COLD,23,fanduel,-146,59.3,42.5,Rested: 1.03x | Mins: 0.85x,False,0.86
Ja Morant,rebounds,3.5,3.5,0.2,-17.3,42.0,OVER,3.4,3.5,33.0,67.0,NEUTRAL,12,betrivers,-103,50.7,33.4,Rested: 1.03x,False,0.97
Marvin Bagley III,points,9.5,11.4,20.2,-17.7,49.0,OVER,11.8,8.5,39.0,61.0,HOT,18,bovada,-200,66.7,49.0,Rested: 1.03x | Mins: 1.15x,False,1.46
Cedric Coward,points,13.5,14.9,10.6,-18.3,64.0,OVER,12.0,13.3,38.0,62.0,COLD,24,betrivers,-157,61.1,42.8,Home: 1.16x | Rested: 1.03x,False,1.04
Cedric Coward,points,14.5,14.9,3.0,-21.0,61.0,OVER,12.0,13.3,29.0,71.0,COLD,24,draftkings,-107,51.7,30.7,Home: 1.16x | Rested: 1.03x,False,1.04
De'Andre Hunter,points,13.5,13.0,-3.8,-21.9,62.0,UNDER,9.6,16.0,57.0,43.0,COLD,21,bovada,-200,66.7,44.8,Rested: 1.03x,False,0.97
Marvin Bagley III,points,10.5,11.4,8.7,-24.4,46.0,OVER,11.8,8.5,28.0,72.0,HOT,18,fanduel,-130,56.5,32.1,Rested: 1.03x | Mins: 1.15x,False,1.46
Carlton Carrington,points,8.5,8.8,3.6,-26.4,57.0,OVER,8.4,7.0,32.0,68.0,HOT,22,betrivers,-150,60.0,33.6,Home: 1.11x | Rested: 1.03x,False,1.08
Carlton Carrington,points,7.5,8.8,17.4,-27.1,58.0,OVER,8.4,7.0,36.0,64.0,HOT,22,bovada,-260,72.2,45.1,Home: 1.11x | Rested: 1.03x,False,1.08
Tre Johnson,points,9.5,9.1,-4.2,-27.4,52.0,UNDER,10.4,11.5,73.0,27.0,COLD,15,fanduel,-128,56.1,28.8,Rested: 1.03x | Mins: 0.85x,False,0.85
Miles Bridges,threes,1.5,1.5,-0.2,-33.4,47.0,UNDER,0.6,2.4,62.0,38.0,COLD,24,bovada,-245,71.0,37.6,Home: 1.19x | Rested: 1.03x,False,0.98
