prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,model_probability,market_probability,edge,confidence,confidence_tier,adjustments,adjustment_notes,pick,odds,injury_status,injury_source,injury_detail,_source_file,game_date,actual,result,avg_10,avg_15,avg_5,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_probable_count,team_questionable_count,trend,usage_expectation
4e45d282ab40fb92:threes:2.5:over,4e45d282ab40fb92,Cam Spencer,threes,over,2.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,,,,3,False,4.21,0.7552,0.8323,0.5752,0.1398,0.5104,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.0094, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-160,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,3,WIN,,,,,,,,,,,
179b8654e93bf924:points:16.5:under,179b8654e93bf924,Cameron Johnson,points,under,16.5,2d23d2b9708959b7c5860abd491ebf81,DEN,UTA,2025-12-23 02:00:00+00:00,DEN,UTA,True,3,False,11.54,0.705,0.7798,0.5306,0.1398,0.41,LOW,"{'minutes_trend': 1.0243, 'usage_trend': 0.882, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, extra rest, home, soft defense",UNDER,-130,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,20,LOSS,,,,,,,,,,,
3b09314818626f62:assists:3.5:over,3b09314818626f62,Anthony Black,assists,over,3.5,3681cef1ff8c7de872f8f52134b3d101,GSW,ORL,2025-12-23 03:00:00+00:00,,,,3,False,4.62,0.7209,0.7964,0.5446,0.1375,0.4417,LOW,"{'minutes_trend': 1.0965, 'usage_trend': 1.0101, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-140,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,3,LOSS,,,,,,,,,,,
56e46e859e224d01:rebounds:3.5:under,56e46e859e224d01,Cason Wallace,rebounds,under,3.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,OKC,MEM,True,4,False,2.18,0.7512,0.8266,0.5752,0.1358,0.5024,LOW,"{'minutes_trend': 0.9501, 'usage_trend': 0.85, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",UNDER,-160,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,3,WIN,,,,,,,,,,,
56e46e859e224d01:points:8.5:under,56e46e859e224d01,Cason Wallace,points,under,8.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,OKC,MEM,True,4,False,5.57,0.7092,0.7814,0.5408,0.1347,0.4184,LOW,"{'minutes_trend': 0.9501, 'usage_trend': 0.85, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",UNDER,-135,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,8,WIN,,,,,,,,,,,
719212055825801f:points:32.5:under,719212055825801f,Cade Cunningham,points,under,32.5,51fa4ffc93b967c919ecd4700bb36ba1,POR,DET,2025-12-23 03:00:00+00:00,DET,POR,False,3,False,22.0,0.8398,0.9169,0.66,0.1339,0.6796,MEDIUM,"{'minutes_trend': 0.9503, 'usage_trend': 0.8962, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-240,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,14,WIN,,,,,,,,,,,
719212055825801f:assists:10.5:under,719212055825801f,Cade Cunningham,assists,under,10.5,51fa4ffc93b967c919ecd4700bb36ba1,POR,DET,2025-12-23 03:00:00+00:00,DET,POR,False,3,False,8.1,0.8301,0.906,0.653,0.1331,0.6602,MEDIUM,"{'minutes_trend': 0.9503, 'usage_trend': 0.8962, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-230,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,9,WIN,,,,,,,,,,,
4e45d282ab40fb92:pra:22.5:over,4e45d282ab40fb92,Cam Spencer,pra,over,22.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,,,,3,False,29.62,0.7879,0.8615,0.6161,0.1327,0.5757,MEDIUM,"{'minutes_trend': 1.15, 'usage_trend': 1.0094, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-190,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,27,WIN,,,,,,,,,,,
8a59c926ad0214ec:pra:30.5:over,8a59c926ad0214ec,Darius Garland,pra,over,30.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:00:00+00:00,CLE,CHA,True,4,False,37.9,0.7141,0.7871,0.5438,0.1325,0.4283,LOW,"{'minutes_trend': 1.1238, 'usage_trend': 1.0947, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",OVER,-139,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,41,WIN,,,,,,,,,,,
a168fb201860affc:pra:26.5:under,a168fb201860affc,Bennedict Mathurin,pra,under,26.5,810ac6d569078de0087ad1d714771a6a,BOS,IND,2025-12-23 00:30:00+00:00,IND,BOS,False,3,False,20.31,0.702,0.773,0.5363,0.1294,0.4041,LOW,"{'minutes_trend': 1.0125, 'usage_trend': 0.85, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-134,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,25,WIN,,,,,,,,,,,
179b8654e93bf924:points:17.5:under,179b8654e93bf924,Cameron Johnson,points,under,17.5,2d23d2b9708959b7c5860abd491ebf81,DEN,UTA,2025-12-23 02:00:00+00:00,DEN,UTA,True,3,False,11.54,0.7512,0.823,0.5835,0.1285,0.5023,LOW,"{'minutes_trend': 1.0243, 'usage_trend': 0.882, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, extra rest, home, soft defense",UNDER,-165,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,20,LOSS,,,,,,,,,,,
56e46e859e224d01:points:9.5:under,56e46e859e224d01,Cason Wallace,points,under,9.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,OKC,MEM,True,4,False,5.57,0.7808,0.8513,0.6161,0.1256,0.5615,MEDIUM,"{'minutes_trend': 0.9501, 'usage_trend': 0.85, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",UNDER,-190,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,8,WIN,,,,,,,,,,,
facb6803046eab5c:pra:26.5:over,facb6803046eab5c,Brandon Miller,pra,over,26.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:00:00+00:00,CHA,CLE,False,3,False,34.47,0.7242,0.7956,0.5575,0.1242,0.4484,LOW,"{'minutes_trend': 1.15, 'usage_trend': 1.0066, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-150,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,24,LOSS,,,,,,,,,,,
4e45d282ab40fb92:points:12.5:over,4e45d282ab40fb92,Cam Spencer,points,over,12.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,,,,3,False,19.32,0.8356,0.9063,0.6706,0.1213,0.6712,MEDIUM,"{'minutes_trend': 1.15, 'usage_trend': 1.0094, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-250,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,14,WIN,,,,,,,,,,,
719212055825801f:points:33.5:under,719212055825801f,Cade Cunningham,points,under,33.5,51fa4ffc93b967c919ecd4700bb36ba1,POR,DET,2025-12-23 03:00:00+00:00,DET,POR,False,3,False,22.0,0.8639,0.9353,0.6974,0.1203,0.7278,HIGH,"{'minutes_trend': 0.9503, 'usage_trend': 0.8962, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-290,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,14,WIN,,,,,,,,,,,
3e873fa1da1e572b:points:14.5:over,3e873fa1da1e572b,Chet Holmgren,points,over,14.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,OKC,MEM,True,4,False,19.22,0.784,0.8522,0.625,0.1174,0.4681,LOW,"{'minutes_trend': 0.9437, 'usage_trend': 1.0034, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",OVER,-200,QUESTIONABLE,NBA Official Report,Injury/Illness - Low Back; Spasms,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,,,,,,,,,,,,,
179b8654e93bf924:points:18.5:under,179b8654e93bf924,Cameron Johnson,points,under,18.5,2d23d2b9708959b7c5860abd491ebf81,DEN,UTA,2025-12-23 02:00:00+00:00,DEN,UTA,True,3,False,11.54,0.7923,0.8605,0.6334,0.1149,0.5847,MEDIUM,"{'minutes_trend': 1.0243, 'usage_trend': 0.882, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, extra rest, home, soft defense",UNDER,-210,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,20,LOSS,,,,,,,,,,,
56e46e859e224d01:points:10.5:under,56e46e859e224d01,Cason Wallace,points,under,10.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,OKC,MEM,True,4,False,5.57,0.8362,0.9044,0.6768,0.1139,0.6723,MEDIUM,"{'minutes_trend': 0.9501, 'usage_trend': 0.85, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",UNDER,-260,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,8,WIN,,,,,,,,,,,
08937c7231a9a619:rebounds:4.5:over,08937c7231a9a619,Cooper Flagg,rebounds,over,4.5,1c1113912a8210cba841d63b5df059fe,NOP,DAL,2025-12-23 01:00:00+00:00,,,,3,False,7.36,0.8262,0.8928,0.6706,0.1119,0.5523,MEDIUM,"{'minutes_trend': 1.0925, 'usage_trend': 1.054, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-250,QUESTIONABLE,NBA Official Report,Injury/Illness - Back; Contusion,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,6,WIN,,,,,,,,,,,
179b8654e93bf924:pra:24.5:under,179b8654e93bf924,Cameron Johnson,pra,under,24.5,2d23d2b9708959b7c5860abd491ebf81,DEN,UTA,2025-12-23 02:00:00+00:00,DEN,UTA,True,3,False,18.08,0.7332,0.7974,0.5835,0.1106,0.4665,LOW,"{'minutes_trend': 1.0243, 'usage_trend': 0.882, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, extra rest, home, soft defense",UNDER,-165,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,26,LOSS,,,,,,,,,,,
04d4e75260920eb7:rebounds:2.5:under,04d4e75260920eb7,Caris LeVert,rebounds,under,2.5,51fa4ffc93b967c919ecd4700bb36ba1,POR,DET,2025-12-23 03:00:00+00:00,CLE,,,3,False,1.56,0.7623,0.827,0.6113,0.1071,0.5245,LOW,"{'minutes_trend': 1.0251, 'usage_trend': 0.85, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-190,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,4,LOSS,,,,,,,,,,,
04d4e75260920eb7:pra:15.5:under,04d4e75260920eb7,Caris LeVert,pra,under,15.5,51fa4ffc93b967c919ecd4700bb36ba1,POR,DET,2025-12-23 03:00:00+00:00,CLE,,,3,False,11.78,0.7218,0.7847,0.5752,0.1065,0.4437,LOW,"{'minutes_trend': 1.0251, 'usage_trend': 0.85, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-160,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,5,WIN,,,,,,,,,,,
179b8654e93bf924:points:19.5:under,179b8654e93bf924,Cameron Johnson,points,under,19.5,2d23d2b9708959b7c5860abd491ebf81,DEN,UTA,2025-12-23 02:00:00+00:00,DEN,UTA,True,3,False,11.54,0.8275,0.8921,0.6768,0.1053,0.6551,MEDIUM,"{'minutes_trend': 1.0243, 'usage_trend': 0.882, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, extra rest, home, soft defense",UNDER,-260,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,20,LOSS,,,,,,,,,,,
facb6803046eab5c:assists:2.5:over,facb6803046eab5c,Brandon Miller,assists,over,2.5,4748a28fab48f8c9a17c947771fd53f5,CLE,CHA,2025-12-23 00:00:00+00:00,CHA,CLE,False,3,False,4.95,0.7866,0.8496,0.6396,0.1041,0.5733,MEDIUM,"{'minutes_trend': 1.15, 'usage_trend': 1.0066, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-215,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,3,WIN,,,,,,,,,,,
08937c7231a9a619:points:18.5:over,08937c7231a9a619,Cooper Flagg,points,over,18.5,1c1113912a8210cba841d63b5df059fe,NOP,DAL,2025-12-23 01:00:00+00:00,,,,3,False,27.15,0.7801,0.843,0.6334,0.1027,0.4602,LOW,"{'minutes_trend': 1.0925, 'usage_trend': 1.054, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-210,QUESTIONABLE,NBA Official Report,Injury/Illness - Back; Contusion,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,16,LOSS,,,,,,,,,,,
4deb45f2e29535fa:points:14.5:under,4deb45f2e29535fa,Ausar Thompson,points,under,14.5,51fa4ffc93b967c919ecd4700bb36ba1,POR,DET,2025-12-23 03:00:00+00:00,DET,POR,False,3,False,11.06,0.8239,0.887,0.6768,0.1017,0.6479,MEDIUM,"{'minutes_trend': 0.85, 'usage_trend': 1.15, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-260,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,18,LOSS,,,,,,,,,,,
3e873fa1da1e572b:points:13.5:over,3e873fa1da1e572b,Chet Holmgren,points,over,13.5,0b90d514df504b11dc74b7e961b9e277,OKC,MEM,2025-12-23 02:30:00+00:00,OKC,MEM,True,4,False,19.22,0.8345,0.8975,0.6875,0.1011,0.569,MEDIUM,"{'minutes_trend': 0.9437, 'usage_trend': 1.0034, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",OVER,-275,QUESTIONABLE,NBA Official Report,Injury/Illness - Low Back; Spasms,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,,,,,,,,,,,,,
75f316b5b6d83f3f:points:10.5:under,75f316b5b6d83f3f,Bruce Brown,points,under,10.5,2d23d2b9708959b7c5860abd491ebf81,DEN,UTA,2025-12-23 02:00:00+00:00,,,,3,False,6.21,0.7438,0.8047,0.6017,0.1009,0.4876,LOW,"{'minutes_trend': 1.0519, 'usage_trend': 0.8604, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-180,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,15,LOSS,,,,,,,,,,,
a168fb201860affc:points:19.5:under,a168fb201860affc,Bennedict Mathurin,points,under,19.5,810ac6d569078de0087ad1d714771a6a,BOS,IND,2025-12-23 00:30:00+00:00,IND,BOS,False,3,False,13.69,0.72,0.7818,0.5758,0.0973,0.44,LOW,"{'minutes_trend': 1.0125, 'usage_trend': 0.85, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-165,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,16,WIN,,,,,,,,,,,
3b09314818626f62:pra:22.5:over,3b09314818626f62,Anthony Black,pra,over,22.5,3681cef1ff8c7de872f8f52134b3d101,GSW,ORL,2025-12-23 03:00:00+00:00,,,,3,False,27.22,0.7505,0.8081,0.6161,0.0953,0.501,LOW,"{'minutes_trend': 1.0965, 'usage_trend': 1.0101, 'rest': 1.02}","minutes trend, usage trend, extra rest",OVER,-190,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,28,WIN,,,,,,,,,,,
0046ea476f912608:assists:2.5:over,0046ea476f912608,Brandin Podziemski,assists,over,2.5,3681cef1ff8c7de872f8f52134b3d101,GSW,ORL,2025-12-23 03:00:00+00:00,GSW,ORL,True,3,False,4.18,0.7084,0.7649,0.5763,0.09,0.4167,LOW,"{'minutes_trend': 1.0515, 'usage_trend': 0.8989, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, extra rest, home",OVER,-162,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,5,WIN,,,,,,,,,,,
75f316b5b6d83f3f:points:11.5:under,75f316b5b6d83f3f,Bruce Brown,points,under,11.5,2d23d2b9708959b7c5860abd491ebf81,DEN,UTA,2025-12-23 02:00:00+00:00,,,,3,False,6.21,0.7982,0.8551,0.6654,0.0881,0.5964,MEDIUM,"{'minutes_trend': 1.0519, 'usage_trend': 0.8604, 'rest': 1.02}","minutes trend, usage trend, extra rest",UNDER,-245,,,,.cache/runs/picks_filtered_ec0b57f671744a99abc53a6113151d92.csv,2025-12-22,15,LOSS,,,,,,,,,,,
